city,city_query,country,income_level,region,hemisphere,image_name,sat_image_name,tile_x,tile_y,patch_lon,patch_lat,min_lon,min_lat,max_lon,max_lat,patch_area_km2,indicator_column,indicator_value,indicator_value_log1p,indicator_value_raw,indicator_value_city_pct,city_split,indicator_split,split
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5483_8502.png,5483_8502.png,8502,5483,6.822509754957037,51.02066567538367,6.8115234375,51.01375465718819,6.83349609375,51.027576337802415,2.3701144039287967,food_accessibility,0.3668720054757016,1.8427153143862125,5.3136585749485965,0.3668720054757016,seen_city,train_indicator,train
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5401_9166.png,5401_9166.png,9166,5401,21.412353517547828,52.14023086686127,21.4013671875,52.13348804077148,21.42333984375,52.14697334064471,2.255483126552369,food_accessibility,0.0262891809908999,0.1759474220678609,0.1923753643715239,0.0262891809908999,seen_city,train_indicator,train
Birmingham,Birmingham,United Kingdom,High income,Europe & Central Asia,north,5384_8106.png,5384_8106.png,8106,5384,-1.8786621042008065,52.36889137238797,-1.8896484375,52.362183216744256,-1.86767578125,52.3755991766591,2.2327397361472845,population_count,0.4147157190635451,5.80227700345964,,0.4147157190635451,seen_city,train_indicator,train
Algiers,Algiers,Algeria,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6391_8350.png,6391_8350.png,8350,6391,3.4826660194885943,36.74768740541332,3.4716796875,36.73888412439431,3.49365234375,36.75649032950516,3.831008158612281,digital_total_cell_intensity,0.4507575757575757,4.828882335952276,124.07109504160373,0.4507575757575757,seen_city,train_indicator,train
Buenos Aires,Buenos Aires,Argentina,Upper middle income,Latin America & Caribbean ,south,9864_5515.png,9864_5515.png,5515,9864,-58.80981446847969,-34.46127697107498,-58.82080078125,-34.47033512121749,-58.798828125,-34.452218472826544,4.056889868520654,digital_modernization_tmi,0.6894586894586895,0.6894586894586895,1.0350928768259426,0.6894586894586895,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5496_8517.png,5496_8517.png,8517,5496,7.152099600249613,50.840635490544,7.14111328125,50.8336976709807,7.1630859375,50.84757295365388,2.388059339203013,population_count,0.0773442847364818,2.844722018484362,,0.0773442847364818,seen_city,train_indicator,train
Pingdingshan,Pingdingshan,China,Upper middle income,East Asia & Pacific,north,6562_13351.png,6562_13351.png,13351,6562,113.36791994234682,33.678639537802624,113.35693359375,33.669496972795535,113.37890625,33.68778175843937,4.133934015958476,education_accessibility,0.492063492063492,0.0007769100520263,0.0007772119248117,0.492063492063492,seen_city,train_indicator,train
Tegucigalpa,Tegucigalpa,Honduras,Lower middle income,Latin America & Caribbean ,north,7543_4223.png,7543_4223.png,4223,7543,-87.19848633047101,14.104612384786977,-87.20947265625,14.093957177836227,-87.1875,14.115267411122712,5.5899064054653405,nighttime_light_intensity,0.9820359281437124,3.638223211982401,,0.9820359281437124,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6572_3110.png,6572_3110.png,3110,6572,-111.65405274005388,33.49559743223177,-111.6650390625,33.486435450999885,-111.64306640625,33.504759069226075,4.146795000481681,digital_total_cell_intensity,0.4738575545491972,3.6695651198975576,38.23483969859896,0.4738575545491972,seen_city,train_indicator,train
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5394_9155.png,5394_9155.png,9155,5394,21.17065429766738,52.234527960251725,21.15966796875,52.227799418870696,21.181640625,52.24125614966341,2.2459483142496204,digital_total_cell_intensity,0.8321536905965622,6.774774357228089,874.481794606447,0.8321536905965622,seen_city,train_indicator,train
Oslo,Oslo,Norway,High income,Europe & Central Asia,north,4780_8703.png,4780_8703.png,8703,4780,11.239013678881909,59.75086072207002,11.22802734375,59.74532608213611,11.25,59.7563950493563,1.52268641094854,food_accessibility,0.6164473684210526,1.1325194298512642,2.10346562265788,0.6164473684210526,seen_city,train_indicator,train
Munich,Munich,Germany,High income,Europe & Central Asia,north,5685_8728.png,5685_8728.png,8728,5685,11.788330093514144,48.14409759289709,11.77734375,48.13676667969269,11.79931640625,48.15142814322122,2.6663885345961265,food_accessibility,0.7947761194029851,2.6330317111700623,12.9158949885954,0.7947761194029851,seen_city,train_indicator,train
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5411_9149.png,5411_9149.png,9149,5411,21.038818359557123,52.00517363597771,21.02783203125,51.998410382390325,21.0498046875,52.01193653675362,2.269056341237712,digital_total_cell_intensity,0.3690596562184024,4.98598956219991,145.34832416482084,0.3690596562184024,seen_city,train_indicator,train
Munich,Munich,Germany,High income,Europe & Central Asia,north,5695_8722.png,5695_8722.png,8722,5695,11.656494155372243,47.99727352588804,11.6455078125,47.98992166741417,11.66748046875,48.004625021133904,2.681308174480477,digital_modernization_tmi,0.1651119402985074,0.1651119402985074,0.7427674887767592,0.1651119402985074,seen_city,train_indicator,train
Cordoba,Cordoba,Argentina,Upper middle income,Latin America & Caribbean ,south,9687_5265.png,9687_5265.png,5265,9687,-64.30297852754059,-31.19400720946777,-64.31396484375,-31.203404950917392,-64.2919921875,-31.184609135743244,4.362410676498801,digital_modernization_tmi,0.55,0.55,1.0023637729475412,0.55,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5486_8534.png,5486_8534.png,8534,5486,7.525634758387152,50.97918208944093,7.5146484375,50.97226488936749,7.53662109375,50.98609893339354,2.373598439559228,population_count,0.7549623545516769,8.045449896338758,,0.7549623545516769,seen_city,train_indicator,train
Khartoum,Khartoum,Sudan,Low income,Sub-Saharan Africa ,north,7470_9668.png,7470_9668.png,9668,7470,32.44262694663329,15.654775490632238,32.431640625,15.644196600866064,32.45361328125,15.665354182093282,5.511523769639136,nighttime_light_intensity,0.7537878787878788,1.4218116113254635,,0.7537878787878788,seen_city,train_indicator,train
Birmingham,Birmingham,United Kingdom,High income,Europe & Central Asia,north,5387_8096.png,5387_8096.png,8096,5387,-2.0983886677068595,52.328625154697534,-2.109375,52.32191088594772,-2.08740234375,52.335339071889386,2.2366777587155866,digital_total_cell_intensity,0.9933110367892976,9.234260635739918,10241.086480918955,0.9933110367892976,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6609_3110.png,6609_3110.png,3110,6609,-111.65405274014437,32.81497808775644,-111.6650390625,32.80574473290687,-111.64306640625,32.82421110161334,4.211049494574694,population_count,0.5516673528200906,5.329398916527657,,0.5516673528200906,seen_city,train_indicator,train
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5421_9158.png,5421_9158.png,9158,5421,21.23657226674172,51.86970761875515,21.2255859375,51.86292391360245,21.24755859375,51.87649097061476,2.282744226274388,digital_modernization_tmi,0.0813953488372093,0.0813953488372093,0.8953137125490945,0.0813953488372093,seen_city,train_indicator,train
Algiers,Algiers,Algeria,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6399_8342.png,6399_8342.png,8342,6399,3.306884768090696,36.60670856045714,3.2958984375,36.59788913307021,3.31787109375,36.615527631349245,3.844848453448086,nighttime_light_intensity,0.1079545454545454,1.5890082632681464,,0.1079545454545454,seen_city,train_indicator,train
Brisbane,Brisbane,Australia,High income,East Asia & Pacific,south,9477_15153.png,9477_15153.png,15153,9477,152.96264648400495,-27.166694947617867,152.95166015625,-27.176469131898887,152.9736328125,-27.15692045688088,4.713305828352487,education_accessibility,0.5639614855570839,2.2874917532442365,8.850199937922522,0.5639614855570839,seen_city,train_indicator,train
Oslo,Oslo,Norway,High income,Europe & Central Asia,north,4787_8677.png,4787_8677.png,8677,4787,10.667724614619996,59.67328806593733,10.65673828125,59.667740581649625,10.6787109375,59.67883523696078,1.5294751321012994,population_count,0.8894736842105263,6.923056464511955,,0.8894736842105263,seen_city,train_indicator,train
Birmingham,Birmingham,United Kingdom,High income,Europe & Central Asia,north,5354_8101.png,5354_8101.png,8101,5354,-1.9885253860429903,52.76953888819792,-1.99951171875,52.762891737583736,-1.9775390625,52.77618568896172,2.1924499203329137,digital_total_cell_intensity,0.9966555183946488,9.544220223258868,13962.753607867744,0.9966555183946488,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6565_3105.png,6565_3105.png,3105,6565,-111.76391602223777,33.62376768792159,-111.77490234375,33.61461929233378,-111.7529296875,33.63291573870477,4.134755545975808,population_count,0.6595306710580486,6.739558753404217,,0.6595306710580486,seen_city,train_indicator,train
Kitakyushu,Kitakyushu,Japan,High income,East Asia & Pacific,north,6555_14154.png,6555_14154.png,14154,6555,131.01196290796642,33.80653771071758,131.0009765625,33.797408767572485,131.02294921875,33.815666308702774,4.120365759146026,population_count,0.2903981264637002,5.429379315855881,,0.2903981264637002,seen_city,train_indicator,train
Auckland,Auckland,New Zealand,High income,East Asia & Pacific,south,9988_16131.png,9988_16131.png,16131,9988,174.45190427644124,-36.67723027570543,174.44091796875,-36.686041276581925,174.462890625,-36.66841891894785,3.842710993477714,digital_total_cell_intensity,0.2951070336391437,3.4620850932258525,30.88338708892416,0.2951070336391437,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6558_3084.png,6558_3084.png,3084,6558,-112.22534180745002,33.75174756173799,-112.236328125,33.74261277734688,-112.21435546875,33.760882000869174,4.123373872827068,nighttime_light_intensity,0.4857966241251544,1.3397851310292217,,0.4857966241251544,seen_city,train_indicator,train
Oslo,Oslo,Norway,High income,Europe & Central Asia,north,4769_8689.png,4769_8689.png,8689,4769,10.931396490375986,59.872397690972186,10.92041015625,59.86688319521021,10.9423828125,59.87791187483114,1.5115066209898913,digital_modernization_tmi,0.5944078947368421,0.5944078947368421,1.240764121823671,0.5944078947368421,seen_city,train_indicator,train
Buenos Aires,Buenos Aires,Argentina,Upper middle income,Latin America & Caribbean ,south,9890_5544.png,9890_5544.png,5544,9890,-58.17260743170918,-34.93097826900324,-58.18359375,-34.93998515156042,-58.16162109375,-34.92197103616376,4.009913405978456,nighttime_light_intensity,0.4615384615384615,2.606646588592048,,0.4615384615384615,seen_city,train_indicator,train
Adana,Adana,Turkey,Upper middle income,Europe & Central Asia,north,6377_9793.png,6377_9793.png,9793,6377,35.18920900178372,36.99377806105605,35.17822265625,36.98500309285596,35.2001953125,37.002552672159545,3.810003179560556,nighttime_light_intensity,0.7410714285714286,3.8943846101140656,,0.7410714285714286,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5481_8503.png,5481_8503.png,8503,5481,6.844482411327329,51.048300796203904,6.83349609375,51.04139389812637,6.85546875,51.05520733858496,2.367275428254805,food_accessibility,0.3025325119780972,1.6971752224467995,4.458506526779363,0.3025325119780972,seen_city,train_indicator,train
Mianyang,Mianyang,China,Upper middle income,East Asia & Pacific,north,6679_12962.png,6679_12962.png,12962,6679,104.82055663899536,31.5129955552351,104.8095703125,31.503629305773018,104.83154296875,31.52236147042144,4.331585756944743,education_accessibility,0.7235294117647059,0.1319494942231247,0.1410506881604358,0.7235294117647059,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5506_8514.png,5506_8514.png,8514,5506,7.086181631117347,50.70167629794109,7.0751953125,50.69471783819289,7.09716796875,50.70863440082822,2.4022919703364427,education_accessibility,0.8624229979466119,3.664021313405233,38.01793114461234,0.8624229979466119,seen_city,train_indicator,train
Havana,Havana,Cuba,Upper middle income,Latin America & Caribbean ,north,7108_4454.png,7108_4454.png,4454,7108,-82.12280274627423,23.15046178538337,-82.1337890625,23.14035998788611,-82.11181640625,23.160563309048307,5.032275001436835,education_accessibility,0.3886255924170616,0.5549225408519842,0.7418060607351191,0.3886255924170616,seen_city,train_indicator,train
Buenos Aires,Buenos Aires,Argentina,Upper middle income,Latin America & Caribbean ,south,9861_5513.png,9861_5513.png,5513,9861,-58.853759781373405,-34.40690933939361,-58.86474609375,-34.41597338448187,-58.8427734375,-34.39784494644986,4.062263346500096,digital_modernization_tmi,0.7158119658119658,0.7158119658119658,1.0406612453121418,0.7158119658119658,seen_city,train_indicator,train
Birmingham,Birmingham,United Kingdom,High income,Europe & Central Asia,north,5383_8108.png,5383_8108.png,8108,5383,-1.834716791501377,52.38230529510402,-1.845703125,52.3755991766591,-1.82373046875,52.389011062234566,2.231415911883857,digital_modernization_tmi,0.673355629877369,0.673355629877369,1.0893390532159215,0.673355629877369,seen_city,train_indicator,train
Algiers,Algiers,Algeria,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6395_8354.png,6395_8354.png,8354,6395,3.570556645200654,36.67723027611037,3.5595703125,36.66841891894785,3.58154296875,36.686041276581925,3.838050302394123,digital_total_cell_intensity,0.2878787878787879,4.265184712622493,70.1780662464967,0.2878787878787879,seen_city,train_indicator,train
Lahore,Lahore,Pakistan,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6686_11576.png,6686_11576.png,11576,6686,74.36645507235492,31.38177848060345,74.35546875,31.37239910488051,74.37744140625,31.391157522824702,4.343974870634486,food_accessibility,0.7437185929648241,0.8734855369685224,1.395245035657125,0.7437185929648241,seen_city,train_indicator,train
Algiers,Algiers,Algeria,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6396_8333.png,6396_8333.png,8333,6396,3.109130860250601,36.65960590032913,3.09814453125,36.6507925250347,3.1201171875,36.66841891894785,3.839556505214293,nighttime_light_intensity,0.928030303030303,4.330026267120394,,0.928030303030303,seen_city,train_indicator,train
Buenos Aires,Buenos Aires,Argentina,Upper middle income,Latin America & Caribbean ,south,9877_5508.png,9877_5508.png,5508,9877,-58.96362306343891,-34.696460854271024,-58.974609375,-34.70549341022546,-58.95263671875,-34.68742794931483,4.03467367877907,nighttime_light_intensity,0.3027065527065527,1.708377943217202,,0.3027065527065527,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5491_8503.png,5491_8503.png,8503,5491,6.844482411263583,50.90996033824605,6.83349609375,50.903032831112576,6.85546875,50.91688748924506,2.3813562320351123,digital_modernization_tmi,0.2956878850102669,0.2956878850102669,0.7070549182229016,0.2956878850102669,seen_city,train_indicator,train
Havana,Havana,Cuba,Upper middle income,Latin America & Caribbean ,north,7117_4452.png,7117_4452.png,4452,7117,-82.16674805927425,22.96850878033831,-82.177734375,22.958393318086344,-82.15576171875,22.97862397038491,5.04588112653061,digital_total_cell_intensity,0.2701421800947867,1.2418101944203697,2.461874462077074,0.2701421800947867,seen_city,train_indicator,train
Luanda,Luanda,Angola,Lower middle income,Sub-Saharan Africa ,south,8603_8794.png,8603_8794.png,8794,8603,13.23852536900681,-9.004451457994591,13.2275390625,-9.015302333420587,13.24951171875,-8.993600464280021,5.7998619888535865,education_accessibility,0.6235955056179775,0.8889855927069465,1.432660690489714,0.6235955056179775,seen_city,train_indicator,train
Oslo,Oslo,Norway,High income,Europe & Central Asia,north,4782_8680.png,4782_8680.png,8680,4782,10.733642583559003,59.72871545270025,10.72265625,59.723177144920655,10.74462890625,59.73425344759136,1.5244619285170224,digital_modernization_tmi,0.7828947368421053,0.7828947368421053,1.304147956466574,0.7828947368421053,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6577_3114.png,6577_3114.png,3114,6577,-111.56616211430136,33.403930888056664,-111.5771484375,33.394759218577974,-111.55517578125,33.413102213708285,4.155393672708697,education_accessibility,0.8600247015232606,2.771275925155539,14.979009028110186,0.8600247015232606,seen_city,train_indicator,train
Alexandria,Alexandria,Egypt,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6698_9556.png,6698_9556.png,9556,6698,29.9816894804181,31.156408113743947,29.970703125,31.14700630855656,29.99267578125,31.16580958786196,4.372889561228691,nighttime_light_intensity,0.3069306930693069,2.10366660500895,,0.3069306930693069,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6595_3103.png,6595_3103.png,3103,6595,-111.80786133520888,33.073130634450514,-111.81884765625,33.06392419812064,-111.796875,33.082336728563746,4.18696189991316,digital_modernization_tmi,0.3783449979415397,0.3783449979415397,1.565204770754656,0.3783449979415397,seen_city,train_indicator,train
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5417_9156.png,5417_9156.png,9156,5417,21.192626954032065,51.923943110752006,21.181640625,51.91716758909015,21.20361328125,51.930718279312885,2.277263034622439,food_accessibility,0.006066734074823,0.0549912840172293,0.0565314059258319,0.006066734074823,seen_city,train_indicator,train
Daegu,Daegu,South Korea,High income,East Asia & Pacific,north,6446_14058.png,6446_14058.png,14058,6446,128.9025878898252,35.773257268296305,128.8916015625,35.764343479667176,128.91357421875,35.78217070326606,3.9267694358821865,food_accessibility,0.0474631751227495,0.0013355955680373,0.0013364878730066,0.0474631751227495,seen_city,train_indicator,train
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5421_9144.png,5421_9144.png,9144,5421,20.92895507778964,51.86970761875717,20.91796875,51.86292391360245,20.93994140625,51.87649097061476,2.282730692762138,nighttime_light_intensity,0.5313447927199191,1.4755365347301237,,0.5313447927199191,seen_city,train_indicator,train
Munich,Munich,Germany,High income,Europe & Central Asia,north,5683_8735.png,5683_8735.png,8735,5683,11.942138688093264,48.17341214452829,11.93115234375,48.16608541901253,11.953125,48.18073850730385,2.663676880360778,digital_modernization_tmi,0.0988805970149253,0.0988805970149253,0.7087285976847896,0.0988805970149253,seen_city,train_indicator,train
Daegu,Daegu,South Korea,High income,East Asia & Pacific,north,6450_14057.png,6450_14057.png,14057,6450,128.880615233393,35.701916410399726,128.86962890625,35.6929946320988,128.8916015625,35.71083783530008,3.9337536565892735,digital_total_cell_intensity,0.0458265139116202,3.0544743577429507,20.210033706245262,0.0458265139116202,seen_city,train_indicator,train
Perth,Perth,Australia,High income,East Asia & Pacific,south,9746_13471.png,9746_13471.png,13471,9746,116.0046386629909,-32.29641949240871,115.99365234375,-32.30570601389429,116.015625,-32.28713263261637,4.260056893982406,education_accessibility,0.114010989010989,0.0931624389396188,0.0976400202684523,0.114010989010989,seen_city,train_indicator,train
Algiers,Algiers,Algeria,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6397_8321.png,6397_8321.png,8321,6397,2.845458983134478,36.64197748861944,2.83447265625,36.63316209558656,2.8564453125,36.6507925250347,3.841308697910744,food_accessibility,0.4640151515151515,0.6988463203756642,1.0114308216171477,0.4640151515151515,seen_city,train_indicator,train
Algiers,Algiers,Algeria,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6387_8328.png,6387_8328.png,8328,6387,2.9992675781191496,36.818079901058006,2.98828125,36.80928470205939,3.01025390625,36.82687474287728,3.823862367017663,digital_total_cell_intensity,0.3674242424242424,4.561607335477107,94.73723808566882,0.3674242424242424,seen_city,train_indicator,train
Alexandria,Alexandria,Egypt,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6699_9555.png,6699_9555.png,9555,6699,29.95971682397788,31.13760296932492,29.94873046875,31.12819929911197,29.970703125,31.14700630855656,4.374483025998188,food_accessibility,0.4125412541254125,0.4377772604217564,0.549259787513344,0.4125412541254125,seen_city,train_indicator,train
Faisalabad,Faisalabad,Pakistan,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6688_11528.png,6688_11528.png,11528,6688,73.31176756273604,31.3442541542036,73.30078125,31.3348710339506,73.32275390625,31.353636941500994,4.349788483259677,digital_total_cell_intensity,0.1365853658536585,1.1275127314415578,2.087966338757105,0.1365853658536585,seen_city,train_indicator,train
Algiers,Algiers,Algeria,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6388_8330.png,6388_8330.png,8330,6388,3.0432128909704232,36.80048783912702,3.0322265625,36.79169061907076,3.05419921875,36.80928470205939,3.825606283454517,education_accessibility,0.8863636363636364,3.528247768966281,33.06422689476316,0.8863636363636364,seen_city,train_indicator,train
Algiers,Algiers,Algeria,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6399_8319.png,6399_8319.png,8319,6399,2.801513670280244,36.60670856046072,2.79052734375,36.59788913307021,2.8125,36.615527631349245,3.844806928897404,nighttime_light_intensity,0.115530303030303,1.623368031749568,,0.115530303030303,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5487_8522.png,5487_8522.png,8522,5487,7.261962882088223,50.96534598441102,7.2509765625,50.95842672335992,7.27294921875,50.97226488936749,2.375249616451325,nighttime_light_intensity,0.3620807665982204,1.0065648592629812,,0.3620807665982204,seen_city,train_indicator,train
Lahore,Lahore,Pakistan,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6668_11575.png,6668_11575.png,11575,6668,74.34448241594859,31.718821920691862,74.33349609375,31.709476360019345,74.35546875,31.728167146023942,4.313035391985064,digital_total_cell_intensity,0.2839195979899497,1.9949332572734688,6.351712338189869,0.2839195979899497,seen_city,train_indicator,train
Cordoba,Cordoba,Argentina,Upper middle income,Latin America & Caribbean ,south,9705_5277.png,9705_5277.png,5277,9705,-64.03930665005986,-31.5317258421206,-64.05029296875,-31.54108987958581,-64.0283203125,-31.52236147042144,4.3308752419019125,food_accessibility,0.419047619047619,0.7198914314642432,1.0542101759458924,0.419047619047619,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5485_8528.png,5485_8528.png,8528,5485,7.393798820244974,50.99301407264823,7.3828125,50.98609893339354,7.40478515625,50.99992885585964,2.372308035226044,education_accessibility,0.3586584531143053,2.273352056628967,8.711901154795449,0.3586584531143053,seen_city,train_indicator,train
Buenos Aires,Buenos Aires,Argentina,Upper middle income,Latin America & Caribbean ,south,9875_5527.png,9875_5527.png,5527,9875,-58.54614259117886,-34.6603220466254,-58.55712890625,-34.66935854524544,-58.53515625,-34.65128519895414,4.036942639542915,digital_modernization_tmi,0.7172364672364673,0.7172364672364673,1.0407594197099894,0.7172364672364673,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5486_8534.png,5486_8534.png,8534,5486,7.525634758387152,50.97918208944093,7.5146484375,50.97226488936749,7.53662109375,50.98609893339354,2.373598439559228,digital_modernization_tmi,0.2094455852156057,0.2094455852156057,0.6760486983885111,0.2094455852156057,seen_city,train_indicator,train
Daegu,Daegu,South Korea,High income,East Asia & Pacific,north,6442_14056.png,6442_14056.png,14056,6442,128.8586425769665,35.84453418118957,128.84765625,35.8356283888737,128.86962890625,35.8534396195918,3.919797505011254,digital_modernization_tmi,0.1914893617021276,0.1914893617021276,1.8769010220296791,0.1914893617021276,seen_city,train_indicator,train
Port-au-Prince,Port-au-Prince,Haiti,Lower middle income,Latin America & Caribbean ,north,7331_4898.png,7331_4898.png,4898,7331,-72.36694332966341,18.573361680181588,-72.3779296875,18.56294744288831,-72.35595703125,18.58377568837093,5.353066585485861,education_accessibility,0.9905660377358492,4.825234906961232,123.61573804958331,0.9905660377358492,seen_city,train_indicator,train
Vienna,Vienna,Austria,High income,Europe & Central Asia,north,5684_8947.png,5684_8947.png,8947,5684,16.600341805705572,48.15875696278873,16.58935546875,48.15142814322122,16.611328125,48.16608541901253,2.662985452824768,education_accessibility,0.5229653505237711,1.2388549051551496,2.45165872430697,0.5229653505237711,seen_city,train_indicator,train
Taizhou,Taizhou,China,Upper middle income,East Asia & Pacific,north,6627_13655.png,6627_13655.png,13655,6627,120.04760739563088,32.481962824100705,120.03662109375,32.472695022061494,120.05859375,32.49123028794759,4.2498990607232825,nighttime_light_intensity,0.5948275862068966,2.02489140951555,,0.5948275862068966,seen_city,train_indicator,train
